latency_ms,kind,name,ok,timestamp
880.1037520170212,GROCERY_ORDER,POST /submit (fridge),1,1776787957.503689
104.65428978204727,GROCERY_ORDER,POST /submit (fridge),1,1776787957.7436647
1120.1291382312775,GROCERY_ORDER,POST /submit (fridge),1,1776787958.980702
1055.3728584200144,GROCERY_ORDER,POST /submit (fridge),1,1776787960.150225
108.25156047940254,GROCERY_ORDER,POST /submit (fridge),1,1776787960.508753
866.0160824656487,RESTOCK_ORDER,POST /submit (truck),1,1776787961.566638
1129.4259391725063,GROCERY_ORDER,POST /submit (fridge),1,1776787962.8196225
92.06888265907764,GROCERY_ORDER,POST /submit (fridge),1,1776787963.1580853
75.03467984497547,GROCERY_ORDER,POST /submit (fridge),1,1776787963.3077095
1051.7064332962036,RESTOCK_ORDER,POST /submit (truck),1,1776787964.4219694
812.2156094759703,GROCERY_ORDER,POST /submit (fridge),1,1776787965.4362888
1276.2160506099463,GROCERY_ORDER,POST /submit (fridge),1,1776787966.8834832
104.15379144251347,GROCERY_ORDER,POST /submit (fridge),1,1776787967.155416
106.86706937849522,GROCERY_ORDER,POST /submit (fridge),1,1776787967.4774344
1055.590195581317,GROCERY_ORDER,POST /submit (fridge),1,1776787968.6536546
993.2048507034779,GROCERY_ORDER,POST /submit (fridge),1,1776787969.8359914
1154.580157250166,GROCERY_ORDER,POST /submit (fridge),1,1776787971.0414293
106.84374161064625,GROCERY_ORDER,POST /submit (fridge),1,1776787971.3926442
1368.9130879938602,GROCERY_ORDER,POST /submit (fridge),1,1776787972.9788072
1147.847019135952,GROCERY_ORDER,POST /submit (fridge),1,1776787974.2274358
88.40310759842396,GROCERY_ORDER,POST /submit (fridge),1,1776787974.5029335
844.1952578723431,GROCERY_ORDER,POST /submit (fridge),1,1776787975.4660072
1319.7586350142956,GROCERY_ORDER,POST /submit (fridge),1,1776787976.87422
1250.6288010627031,GROCERY_ORDER,POST /submit (fridge),1,1776787978.2518585
105.78060522675514,GROCERY_ORDER,POST /submit (fridge),1,1776787978.4266574
1168.437384068966,GROCERY_ORDER,POST /submit (fridge),1,1776787979.6751525
99.2257408797741,GROCERY_ORDER,POST /submit (fridge),1,1776787979.9144337
884.7326207906008,GROCERY_ORDER,POST /submit (fridge),1,1776787981.0092537
1246.3866602629423,GROCERY_ORDER,POST /submit (fridge),1,1776787982.4127567
1210.7773404568434,GROCERY_ORDER,POST /submit (fridge),1,1776787983.7184708
999.0820623934269,RESTOCK_ORDER,POST /submit (truck),1,1776787984.7970703
1018.331466242671,GROCERY_ORDER,POST /submit (fridge),1,1776787985.9523964
101.72718204557896,GROCERY_ORDER,POST /submit (fridge),1,1776787986.1767268
106.42879270017147,GROCERY_ORDER,POST /submit (fridge),1,1776787986.403963
1112.3020965605974,GROCERY_ORDER,POST /submit (fridge),1,1776787987.6079013
1500.9308084845543,GROCERY_ORDER,POST /submit (fridge),1,1776787989.185573
1005.0369240343571,RESTOCK_ORDER,POST /submit (truck),1,1776787990.28433
1213.4000603109598,GROCERY_ORDER,POST /submit (fridge),1,1776787991.6347673
1157.600188627839,GROCERY_ORDER,POST /submit (fridge),1,1776787992.9163973
88.44033442437649,GROCERY_ORDER,POST /submit (fridge),1,1776787993.172674
879.2850580066442,GROCERY_ORDER,POST /submit (fridge),1,1776787994.277897
1041.826993227005,GROCERY_ORDER,POST /submit (fridge),1,1776787995.4947133
954.812677577138,RESTOCK_ORDER,POST /submit (truck),1,1776787996.5153224
1137.7819124609232,GROCERY_ORDER,POST /submit (fridge),1,1776787997.7200434
1068.718085065484,GROCERY_ORDER,POST /submit (fridge),1,1776787999.0038633
106.83916695415974,GROCERY_ORDER,POST /submit (fridge),1,1776787999.2584572
852.1488718688488,RESTOCK_ORDER,POST /submit (truck),1,1776788000.2345073
885.328933596611,GROCERY_ORDER,POST /submit (fridge),1,1776788001.2688928
649.8301476240158,GROCERY_ORDER,POST /submit (fridge),1,1776788001.9702957
1167.0020557940006,GROCERY_ORDER,POST /submit (fridge),1,1776788003.3816175
1640.6017318367958,GROCERY_ORDER,POST /submit (fridge),1,1776788005.0959744
93.52276474237442,GROCERY_ORDER,POST /submit (fridge),1,1776788005.3765135
105.58238066732883,GROCERY_ORDER,POST /submit (fridge),1,1776788005.6498199
1043.4871073812246,GROCERY_ORDER,POST /submit (fridge),1,1776788006.7678201
1156.3050877302885,GROCERY_ORDER,POST /submit (fridge),1,1776788007.9810905
1197.3832715302706,GROCERY_ORDER,POST /submit (fridge),1,1776788009.3584414
99.54903274774551,GROCERY_ORDER,POST /submit (fridge),1,1776788009.5117967
1057.635821402073,GROCERY_ORDER,POST /submit (fridge),1,1776788010.8044336
989.7420592606068,RESTOCK_ORDER,POST /submit (truck),1,1776788012.009278
980.3694561123848,GROCERY_ORDER,POST /submit (fridge),1,1776788013.1304123
1122.0755018293858,RESTOCK_ORDER,POST /submit (truck),1,1776788014.3054626
1000.6944537162781,GROCERY_ORDER,POST /submit (fridge),1,1776788015.4722097
